especie,ultimo,variacion,anterior,apertura,minimo,maximo,varMTD,varYTD,var6M,var12M,fecha,hora,cierre,timestamp,volumen
MERVAL USD,619.681,,,619.681,619.681,619.681,,,,,2013-12-27,,619.681,1388113200,0
MERVAL USD,609.054,,,609.054,609.054,609.054,,,,,2013-12-30,,609.054,1388372400,0
MERVAL USD,599.172,,,599.172,599.172,599.172,,,,,2014-01-02,,599.172,1388631600,0
MERVAL USD,605.405,,,605.405,605.405,605.405,,,,,2014-01-03,,605.405,1388718000,0
MERVAL USD,592.781,,,592.781,592.781,592.781,,,,,2014-01-06,,592.781,1388977200,0
MERVAL USD,586.212,,,586.212,586.212,586.212,,,,,2014-01-07,,586.212,1389063600,0
MERVAL USD,589.226,,,589.226,589.226,589.226,,,,,2014-01-08,,589.226,1389150000,0
MERVAL USD,582.788,,,582.788,582.788,582.788,,,,,2014-01-09,,582.788,1389236400,0
MERVAL USD,584.513,,,584.513,584.513,584.513,,,,,2014-01-10,,584.513,1389322800,0
MERVAL USD,586.732,,,586.732,586.732,586.732,,,,,2014-01-13,,586.732,1389582000,0
MERVAL USD,582.023,,,582.023,582.023,582.023,,,,,2014-01-14,,582.023,1389668400,0
MERVAL USD,580.802,,,580.802,580.802,580.802,,,,,2014-01-15,,580.802,1389754800,0
MERVAL USD,575.738,,,575.738,575.738,575.738,,,,,2014-01-16,,575.738,1389841200,0
MERVAL USD,576.544,,,576.544,576.544,576.544,,,,,2014-01-17,,576.544,1389927600,0
MERVAL USD,597.483,,,597.483,597.483,597.483,,,,,2014-01-20,,597.483,1390186800,0
MERVAL USD,581.901,,,581.901,581.901,581.901,,,,,2014-01-21,,581.901,1390273200,0
MERVAL USD,562.918,,,562.918,562.918,562.918,,,,,2014-01-22,,562.918,1390359600,0
MERVAL USD,519.181,,,519.181,519.181,519.181,,,,,2014-01-23,,519.181,1390446000,0
MERVAL USD,504.614,,,504.614,504.614,504.614,,,,,2014-01-24,,504.614,1390532400,0
MERVAL USD,515.76,,,515.76,515.76,515.76,,,,,2014-01-27,,515.76,1390791600,0
MERVAL USD,515.037,,,515.037,515.037,515.037,,,,,2014-01-28,,515.037,1390878000,0
MERVAL USD,500.006,,,500.006,500.006,500.006,,,,,2014-01-29,,500.006,1390964400,0
MERVAL USD,510.599,,,510.599,510.599,510.599,,,,,2014-01-30,,510.599,1391050800,0
MERVAL USD,489.367,,,489.367,489.367,489.367,,,,,2014-01-31,,489.367,1391137200,0
MERVAL USD,507.228,,,507.228,507.228,507.228,,,,,2014-02-03,,507.228,1391396400,0
MERVAL USD,485.233,,,485.233,485.233,485.233,,,,,2014-02-04,,485.233,1391482800,0
MERVAL USD,476.595,,,476.595,476.595,476.595,,,,,2014-02-05,,476.595,1391569200,0
MERVAL USD,490.14,,,490.14,490.14,490.14,,,,,2014-02-06,,490.14,1391655600,0
MERVAL USD,480.637,,,480.637,480.637,480.637,,,,,2014-02-07,,480.637,1391742000,0
MERVAL USD,500.685,,,500.685,500.685,500.685,,,,,2014-02-10,,500.685,1392001200,0
MERVAL USD,524.792,,,524.792,524.792,524.792,,,,,2014-02-11,,524.792,1392087600,0
MERVAL USD,541.326,,,541.326,541.326,541.326,,,,,2014-02-12,,541.326,1392174000,0
MERVAL USD,542.227,,,542.227,542.227,542.227,,,,,2014-02-13,,542.227,1392260400,0
MERVAL USD,558.473,,,558.473,558.473,558.473,,,,,2014-02-14,,558.473,1392346800,0
MERVAL USD,565.734,,,565.734,565.734,565.734,,,,,2014-02-18,,565.734,1392692400,0
MERVAL USD,567.294,,,567.294,567.294,567.294,,,,,2014-02-19,,567.294,1392778800,0
MERVAL USD,566.464,,,566.464,566.464,566.464,,,,,2014-02-20,,566.464,1392865200,0
MERVAL USD,559.057,,,559.057,559.057,559.057,,,,,2014-02-21,,559.057,1392951600,0
MERVAL USD,567.06,,,567.06,567.06,567.06,,,,,2014-02-24,,567.06,1393210800,0
MERVAL USD,562.736,,,562.736,562.736,562.736,,,,,2014-02-25,,562.736,1393297200,0
MERVAL USD,554.384,,,554.384,554.384,554.384,,,,,2014-02-26,,554.384,1393383600,0
MERVAL USD,549.688,,,549.688,549.688,549.688,,,,,2014-02-27,,549.688,1393470000,0
MERVAL USD,559.419,,,559.419,559.419,559.419,,,,,2014-02-28,,559.419,1393556400,0
MERVAL USD,555.533,,,555.533,555.533,555.533,,,,,2014-03-05,,555.533,1393988400,0
MERVAL USD,572.578,,,572.578,572.578,572.578,,,,,2014-03-06,,572.578,1394074800,0
MERVAL USD,576.553,,,576.553,576.553,576.553,,,,,2014-03-07,,576.553,1394161200,0
MERVAL USD,574.973,,,574.973,574.973,574.973,,,,,2014-03-10,,574.973,1394420400,0
MERVAL USD,564.708,,,564.708,564.708,564.708,,,,,2014-03-11,,564.708,1394506800,0
MERVAL USD,549.356,,,549.356,549.356,549.356,,,,,2014-03-12,,549.356,1394593200,0
MERVAL USD,550.393,,,550.393,550.393,550.393,,,,,2014-03-13,,550.393,1394679600,0
MERVAL USD,553.14,,,553.14,553.14,553.14,,,,,2014-03-14,,553.14,1394766000,0
MERVAL USD,560.573,,,560.573,560.573,560.573,,,,,2014-03-17,,560.573,1395025200,0
MERVAL USD,580.225,,,580.225,580.225,580.225,,,,,2014-03-18,,580.225,1395111600,0
MERVAL USD,578.599,,,578.599,578.599,578.599,,,,,2014-03-19,,578.599,1395198000,0
MERVAL USD,579.7,,,579.7,579.7,579.7,,,,,2014-03-20,,579.7,1395284400,0
MERVAL USD,592.68,,,592.68,592.68,592.68,,,,,2014-03-21,,592.68,1395370800,0
MERVAL USD,601.399,,,601.399,601.399,601.399,,,,,2014-03-25,,601.399,1395716400,0
MERVAL USD,596.205,,,596.205,596.205,596.205,,,,,2014-03-26,,596.205,1395802800,0
MERVAL USD,606.449,,,606.449,606.449,606.449,,,,,2014-03-27,,606.449,1395889200,0
MERVAL USD,618.621,,,618.621,618.621,618.621,,,,,2014-03-28,,618.621,1395975600,0
MERVAL USD,637.382,,,637.382,637.382,637.382,,,,,2014-03-31,,637.382,1396234800,0
MERVAL USD,633.299,,,633.299,633.299,633.299,,,,,2014-04-01,,633.299,1396321200,0
MERVAL USD,649.175,,,649.175,649.175,649.175,,,,,2014-04-03,,649.175,1396494000,0
MERVAL USD,643.187,,,643.187,643.187,643.187,,,,,2014-04-04,,643.187,1396580400,0
MERVAL USD,667.803,,,667.803,667.803,667.803,,,,,2014-04-07,,667.803,1396839600,0
MERVAL USD,670.87,,,670.87,670.87,670.87,,,,,2014-04-08,,670.87,1396926000,0
MERVAL USD,674.582,,,674.582,674.582,674.582,,,,,2014-04-09,,674.582,1397012400,0
MERVAL USD,682.6,,,682.6,682.6,682.6,,,,,2014-04-10,,682.6,1397098800,0
MERVAL USD,673.108,,,673.108,673.108,673.108,,,,,2014-04-11,,673.108,1397185200,0
MERVAL USD,662.351,,,662.351,662.351,662.351,,,,,2014-04-14,,662.351,1397444400,0
MERVAL USD,658.649,,,658.649,658.649,658.649,,,,,2014-04-15,,658.649,1397530800,0
MERVAL USD,670.465,,,670.465,670.465,670.465,,,,,2014-04-16,,670.465,1397617200,0
MERVAL USD,661.845,,,661.845,661.845,661.845,,,,,2014-04-21,,661.845,1398049200,0
MERVAL USD,683.513,,,683.513,683.513,683.513,,,,,2014-04-22,,683.513,1398135600,0
MERVAL USD,695.467,,,695.467,695.467,695.467,,,,,2014-04-23,,695.467,1398222000,0
MERVAL USD,701.58,,,701.58,701.58,701.58,,,,,2014-04-24,,701.58,1398308400,0
MERVAL USD,678.107,,,678.107,678.107,678.107,,,,,2014-04-25,,678.107,1398394800,0
MERVAL USD,697.905,,,697.905,697.905,697.905,,,,,2014-04-28,,697.905,1398654000,0
MERVAL USD,681.395,,,681.395,681.395,681.395,,,,,2014-04-29,,681.395,1398740400,0
MERVAL USD,670.159,,,670.159,670.159,670.159,,,,,2014-04-30,,670.159,1398826800,0
MERVAL USD,691.601,,,691.601,691.601,691.601,,,,,2014-05-05,,691.601,1399258800,0
MERVAL USD,692.427,,,692.427,692.427,692.427,,,,,2014-05-06,,692.427,1399345200,0
MERVAL USD,702.705,,,702.705,702.705,702.705,,,,,2014-05-07,,702.705,1399431600,0
MERVAL USD,709.109,,,709.109,709.109,709.109,,,,,2014-05-08,,709.109,1399518000,0
MERVAL USD,708.767,,,708.767,708.767,708.767,,,,,2014-05-09,,708.767,1399604400,0
MERVAL USD,700.442,,,700.442,700.442,700.442,,,,,2014-05-12,,700.442,1399863600,0
MERVAL USD,709.394,,,709.394,709.394,709.394,,,,,2014-05-13,,709.394,1399950000,0
MERVAL USD,699.847,,,699.847,699.847,699.847,,,,,2014-05-14,,699.847,1400036400,0
MERVAL USD,669.733,,,669.733,669.733,669.733,,,,,2014-05-15,,669.733,1400122800,0
MERVAL USD,675.047,,,675.047,675.047,675.047,,,,,2014-05-16,,675.047,1400209200,0
MERVAL USD,694.787,,,694.787,694.787,694.787,,,,,2014-05-19,,694.787,1400468400,0
MERVAL USD,670.861,,,670.861,670.861,670.861,,,,,2014-05-20,,670.861,1400554800,0
MERVAL USD,664.933,,,664.933,664.933,664.933,,,,,2014-05-21,,664.933,1400641200,0
MERVAL USD,684.755,,,684.755,684.755,684.755,,,,,2014-05-22,,684.755,1400727600,0
MERVAL USD,685.083,,,685.083,685.083,685.083,,,,,2014-05-23,,685.083,1400814000,0
MERVAL USD,696.888,,,696.888,696.888,696.888,,,,,2014-05-26,,696.888,1401073200,0
MERVAL USD,700.427,,,700.427,700.427,700.427,,,,,2014-05-27,,700.427,1401159600,0
MERVAL USD,684.413,,,684.413,684.413,684.413,,,,,2014-05-28,,684.413,1401246000,0
MERVAL USD,693.486,,,693.486,693.486,693.486,,,,,2014-05-29,,693.486,1401332400,0
MERVAL USD,692.923,,,692.923,692.923,692.923,,,,,2014-05-30,,692.923,1401418800,0
MERVAL USD,705.72,,,705.72,705.72,705.72,,,,,2014-06-02,,705.72,1401678000,0
MERVAL USD,715.766,,,715.766,715.766,715.766,,,,,2014-06-03,,715.766,1401764400,0
MERVAL USD,722.58,,,722.58,722.58,722.58,,,,,2014-06-04,,722.58,1401850800,0
MERVAL USD,741.968,,,741.968,741.968,741.968,,,,,2014-06-05,,741.968,1401937200,0
MERVAL USD,747.297,,,747.297,747.297,747.297,,,,,2014-06-06,,747.297,1402023600,0
MERVAL USD,789.696,,,789.696,789.696,789.696,,,,,2014-06-09,,789.696,1402282800,0
MERVAL USD,763.854,,,763.854,763.854,763.854,,,,,2014-06-10,,763.854,1402369200,0
MERVAL USD,762.042,,,762.042,762.042,762.042,,,,,2014-06-11,,762.042,1402455600,0
MERVAL USD,767.508,,,767.508,767.508,767.508,,,,,2014-06-12,,767.508,1402542000,0
MERVAL USD,757.043,,,757.043,757.043,757.043,,,,,2014-06-13,,757.043,1402628400,0
MERVAL USD,693.018,,,693.018,693.018,693.018,,,,,2014-06-16,,693.018,1402887600,0
MERVAL USD,723.227,,,723.227,723.227,723.227,,,,,2014-06-17,,723.227,1402974000,0
MERVAL USD,721.538,,,721.538,721.538,721.538,,,,,2014-06-18,,721.538,1403060400,0
MERVAL USD,699.109,,,699.109,699.109,699.109,,,,,2014-06-19,,699.109,1403146800,0
MERVAL USD,779.035,,,779.035,779.035,779.035,,,,,2014-06-23,,779.035,1403492400,0
MERVAL USD,785.754,,,785.754,785.754,785.754,,,,,2014-06-24,,785.754,1403578800,0
MERVAL USD,788.806,,,788.806,788.806,788.806,,,,,2014-06-25,,788.806,1403665200,0
MERVAL USD,778.159,,,778.159,778.159,778.159,,,,,2014-06-26,,778.159,1403751600,0
MERVAL USD,790.51,,,790.51,790.51,790.51,,,,,2014-06-27,,790.51,1403838000,0
MERVAL USD,767.25,,,767.25,767.25,767.25,,,,,2014-06-30,,767.25,1404097200,0
MERVAL USD,797.231,,,797.231,797.231,797.231,,,,,2014-07-01,,797.231,1404183600,0
MERVAL USD,805.853,,,805.853,805.853,805.853,,,,,2014-07-02,,805.853,1404270000,0
MERVAL USD,807.343,,,807.343,807.343,807.343,,,,,2014-07-03,,807.343,1404356400,0
MERVAL USD,806.109,,,806.109,806.109,806.109,,,,,2014-07-04,,806.109,1404442800,0
MERVAL USD,799.211,,,799.211,799.211,799.211,,,,,2014-07-07,,799.211,1404702000,0
MERVAL USD,823.865,,,823.865,823.865,823.865,,,,,2014-07-08,,823.865,1404788400,0
MERVAL USD,863.068,,,863.068,863.068,863.068,,,,,2014-07-10,,863.068,1404961200,0
MERVAL USD,888.427,,,888.427,888.427,888.427,,,,,2014-07-11,,888.427,1405047600,0
MERVAL USD,894.758,,,894.758,894.758,894.758,,,,,2014-07-14,,894.758,1405306800,0
MERVAL USD,852.3,,,852.3,852.3,852.3,,,,,2014-07-15,,852.3,1405393200,0
MERVAL USD,843.877,,,843.877,843.877,843.877,,,,,2014-07-16,,843.877,1405479600,0
MERVAL USD,825.103,,,825.103,825.103,825.103,,,,,2014-07-17,,825.103,1405566000,0
MERVAL USD,859.301,,,859.301,859.301,859.301,,,,,2014-07-18,,859.301,1405652400,0
MERVAL USD,844.054,,,844.054,844.054,844.054,,,,,2014-07-21,,844.054,1405911600,0
MERVAL USD,836.575,,,836.575,836.575,836.575,,,,,2014-07-22,,836.575,1405998000,0
MERVAL USD,821.228,,,821.228,821.228,821.228,,,,,2014-07-23,,821.228,1406084400,0
MERVAL USD,829.066,,,829.066,829.066,829.066,,,,,2014-07-24,,829.066,1406170800,0
MERVAL USD,807.637,,,807.637,807.637,807.637,,,,,2014-07-25,,807.637,1406257200,0
MERVAL USD,800.465,,,800.465,800.465,800.465,,,,,2014-07-28,,800.465,1406516400,0
MERVAL USD,829.886,,,829.886,829.886,829.886,,,,,2014-07-29,,829.886,1406602800,0
MERVAL USD,871.113,,,871.113,871.113,871.113,,,,,2014-07-30,,871.113,1406689200,0
MERVAL USD,809.09,,,809.09,809.09,809.09,,,,,2014-07-31,,809.09,1406775600,0
MERVAL USD,832.692,,,832.692,832.692,832.692,,,,,2014-08-01,,832.692,1406862000,0
MERVAL USD,804.779,,,804.779,804.779,804.779,,,,,2014-08-04,,804.779,1407121200,0
MERVAL USD,779.072,,,779.072,779.072,779.072,,,,,2014-08-05,,779.072,1407207600,0
MERVAL USD,780.44,,,780.44,780.44,780.44,,,,,2014-08-06,,780.44,1407294000,0
MERVAL USD,790.955,,,790.955,790.955,790.955,,,,,2014-08-07,,790.955,1407380400,0
MERVAL USD,779.154,,,779.154,779.154,779.154,,,,,2014-08-08,,779.154,1407466800,0
MERVAL USD,782.149,,,782.149,782.149,782.149,,,,,2014-08-11,,782.149,1407726000,0
MERVAL USD,785.855,,,785.855,785.855,785.855,,,,,2014-08-12,,785.855,1407812400,0
MERVAL USD,753.801,,,753.801,753.801,753.801,,,,,2014-08-13,,753.801,1407898800,0
MERVAL USD,730.063,,,730.063,730.063,730.063,,,,,2014-08-14,,730.063,1407985200,0
MERVAL USD,747.426,,,747.426,747.426,747.426,,,,,2014-08-15,,747.426,1408071600,0
MERVAL USD,752.662,,,752.662,752.662,752.662,,,,,2014-08-19,,752.662,1408417200,0
MERVAL USD,758.028,,,758.028,758.028,758.028,,,,,2014-08-20,,758.028,1408503600,0
MERVAL USD,739.379,,,739.379,739.379,739.379,,,,,2014-08-21,,739.379,1408590000,0
MERVAL USD,740.801,,,740.801,740.801,740.801,,,,,2014-08-22,,740.801,1408676400,0
MERVAL USD,771.564,,,771.564,771.564,771.564,,,,,2014-08-25,,771.564,1408935600,0
MERVAL USD,767.936,,,767.936,767.936,767.936,,,,,2014-08-26,,767.936,1409022000,0
MERVAL USD,771.988,,,771.988,771.988,771.988,,,,,2014-08-27,,771.988,1409108400,0
MERVAL USD,758.272,,,758.272,758.272,758.272,,,,,2014-08-28,,758.272,1409194800,0
MERVAL USD,758.093,,,758.093,758.093,758.093,,,,,2014-08-29,,758.093,1409281200,0
MERVAL USD,787.885,,,787.885,787.885,787.885,,,,,2014-09-02,,787.885,1409626800,0
MERVAL USD,809.139,,,809.139,809.139,809.139,,,,,2014-09-03,,809.139,1409713200,0
MERVAL USD,789.289,,,789.289,789.289,789.289,,,,,2014-09-04,,789.289,1409799600,0
MERVAL USD,830.516,,,830.516,830.516,830.516,,,,,2014-09-05,,830.516,1409886000,0
MERVAL USD,821.998,,,821.998,821.998,821.998,,,,,2014-09-08,,821.998,1410145200,0
MERVAL USD,803.588,,,803.588,803.588,803.588,,,,,2014-09-09,,803.588,1410231600,0
MERVAL USD,808.365,,,808.365,808.365,808.365,,,,,2014-09-10,,808.365,1410318000,0
MERVAL USD,827.662,,,827.662,827.662,827.662,,,,,2014-09-11,,827.662,1410404400,0
MERVAL USD,833.014,,,833.014,833.014,833.014,,,,,2014-09-12,,833.014,1410490800,0
MERVAL USD,829.222,,,829.222,829.222,829.222,,,,,2014-09-15,,829.222,1410750000,0
MERVAL USD,858.862,,,858.862,858.862,858.862,,,,,2014-09-16,,858.862,1410836400,0
MERVAL USD,857.77,,,857.77,857.77,857.77,,,,,2014-09-17,,857.77,1410922800,0
MERVAL USD,855.173,,,855.173,855.173,855.173,,,,,2014-09-18,,855.173,1411009200,0
MERVAL USD,850.912,,,850.912,850.912,850.912,,,,,2014-09-19,,850.912,1411095600,0
MERVAL USD,871.234,,,871.234,871.234,871.234,,,,,2014-09-22,,871.234,1411354800,0
MERVAL USD,829.871,,,829.871,829.871,829.871,,,,,2014-09-23,,829.871,1411441200,0
MERVAL USD,845.899,,,845.899,845.899,845.899,,,,,2014-09-24,,845.899,1411527600,0
MERVAL USD,838.869,,,838.869,838.869,838.869,,,,,2014-09-25,,838.869,1411614000,0
MERVAL USD,851.02,,,851.02,851.02,851.02,,,,,2014-09-26,,851.02,1411700400,0
MERVAL USD,857.255,,,857.255,857.255,857.255,,,,,2014-09-29,,857.255,1411959600,0
MERVAL USD,841.649,,,841.649,841.649,841.649,,,,,2014-09-30,,841.649,1412046000,0
MERVAL USD,757.65,,,757.65,757.65,757.65,,,,,2014-10-01,,757.65,1412132400,0
MERVAL USD,745.357,,,745.357,745.357,745.357,,,,,2014-10-02,,745.357,1412218800,0
MERVAL USD,821.54,,,821.54,821.54,821.54,,,,,2014-10-03,,821.54,1412305200,0
MERVAL USD,728.368,,,728.368,728.368,728.368,,,,,2014-10-06,,728.368,1412564400,0
MERVAL USD,770.262,,,770.262,770.262,770.262,,,,,2014-10-07,,770.262,1412650800,0
MERVAL USD,754.982,,,754.982,754.982,754.982,,,,,2014-10-08,,754.982,1412737200,0
MERVAL USD,741.024,,,741.024,741.024,741.024,,,,,2014-10-09,,741.024,1412823600,0
MERVAL USD,745.932,,,745.932,745.932,745.932,,,,,2014-10-10,,745.932,1412910000,0
MERVAL USD,744.494,,,744.494,744.494,744.494,,,,,2014-10-14,,744.494,1413255600,0
MERVAL USD,729.087,,,729.087,729.087,729.087,,,,,2014-10-15,,729.087,1413342000,0
MERVAL USD,753.116,,,753.116,753.116,753.116,,,,,2014-10-16,,753.116,1413428400,0
MERVAL USD,764.51,,,764.51,764.51,764.51,,,,,2014-10-17,,764.51,1413514800,0
MERVAL USD,809.681,,,809.681,809.681,809.681,,,,,2014-10-20,,809.681,1413774000,0
MERVAL USD,772.719,,,772.719,772.719,772.719,,,,,2014-10-21,,772.719,1413860400,0
MERVAL USD,763.258,,,763.258,763.258,763.258,,,,,2014-10-22,,763.258,1413946800,0
MERVAL USD,762.287,,,762.287,762.287,762.287,,,,,2014-10-23,,762.287,1414033200,0
MERVAL USD,807.641,,,807.641,807.641,807.641,,,,,2014-10-24,,807.641,1414119600,0
MERVAL USD,780.558,,,780.558,780.558,780.558,,,,,2014-10-27,,780.558,1414378800,0
MERVAL USD,793.221,,,793.221,793.221,793.221,,,,,2014-10-28,,793.221,1414465200,0
MERVAL USD,790.909,,,790.909,790.909,790.909,,,,,2014-10-29,,790.909,1414551600,0
MERVAL USD,808.239,,,808.239,808.239,808.239,,,,,2014-10-30,,808.239,1414638000,0
MERVAL USD,844.401,,,844.401,844.401,844.401,,,,,2014-10-31,,844.401,1414724400,0
MERVAL USD,871.6,,,871.6,871.6,871.6,,,,,2014-11-03,,871.6,1414983600,0
MERVAL USD,823.937,,,823.937,823.937,823.937,,,,,2014-11-04,,823.937,1415070000,0
MERVAL USD,825.294,,,825.294,825.294,825.294,,,,,2014-11-05,,825.294,1415156400,0
MERVAL USD,815.763,,,815.763,815.763,815.763,,,,,2014-11-07,,815.763,1415329200,0
MERVAL USD,816.447,,,816.447,816.447,816.447,,,,,2014-11-10,,816.447,1415588400,0
MERVAL USD,803.722,,,803.722,803.722,803.722,,,,,2014-11-11,,803.722,1415674800,0
MERVAL USD,802.551,,,802.551,802.551,802.551,,,,,2014-11-12,,802.551,1415761200,0
MERVAL USD,796.748,,,796.748,796.748,796.748,,,,,2014-11-13,,796.748,1415847600,0
MERVAL USD,803.768,,,803.768,803.768,803.768,,,,,2014-11-14,,803.768,1415934000,0
MERVAL USD,798.411,,,798.411,798.411,798.411,,,,,2014-11-17,,798.411,1416193200,0
MERVAL USD,810.848,,,810.848,810.848,810.848,,,,,2014-11-18,,810.848,1416279600,0
MERVAL USD,804.053,,,804.053,804.053,804.053,,,,,2014-11-19,,804.053,1416366000,0
MERVAL USD,823.184,,,823.184,823.184,823.184,,,,,2014-11-20,,823.184,1416452400,0
MERVAL USD,846.916,,,846.916,846.916,846.916,,,,,2014-11-21,,846.916,1416538800,0
MERVAL USD,829.477,,,829.477,829.477,829.477,,,,,2014-11-25,,829.477,1416884400,0
MERVAL USD,845.83,,,845.83,845.83,845.83,,,,,2014-11-26,,845.83,1416970800,0
MERVAL USD,819.432,,,819.432,819.432,819.432,,,,,2014-11-28,,819.432,1417143600,0
MERVAL USD,763.371,,,763.371,763.371,763.371,,,,,2014-12-01,,763.371,1417402800,0
MERVAL USD,788.089,,,788.089,788.089,788.089,,,,,2014-12-02,,788.089,1417489200,0
MERVAL USD,811.608,,,811.608,811.608,811.608,,,,,2014-12-03,,811.608,1417575600,0
MERVAL USD,797.229,,,797.229,797.229,797.229,,,,,2014-12-04,,797.229,1417662000,0
MERVAL USD,797.714,,,797.714,797.714,797.714,,,,,2014-12-05,,797.714,1417748400,0
MERVAL USD,748.189,,,748.189,748.189,748.189,,,,,2014-12-09,,748.189,1418094000,0
MERVAL USD,710.038,,,710.038,710.038,710.038,,,,,2014-12-10,,710.038,1418180400,0
MERVAL USD,765.551,,,765.551,765.551,765.551,,,,,2014-12-11,,765.551,1418266800,0
MERVAL USD,716.989,,,716.989,716.989,716.989,,,,,2014-12-12,,716.989,1418353200,0
MERVAL USD,650.791,,,650.791,650.791,650.791,,,,,2014-12-15,,650.791,1418612400,0
MERVAL USD,673.423,,,673.423,673.423,673.423,,,,,2014-12-16,,673.423,1418698800,0
MERVAL USD,684.598,,,684.598,684.598,684.598,,,,,2014-12-17,,684.598,1418785200,0
MERVAL USD,677.155,,,677.155,677.155,677.155,,,,,2014-12-18,,677.155,1418871600,0
MERVAL USD,708.045,,,708.045,708.045,708.045,,,,,2014-12-19,,708.045,1418958000,0
MERVAL USD,725.446,,,725.446,725.446,725.446,,,,,2014-12-22,,725.446,1419217200,0
MERVAL USD,741.695,,,741.695,741.695,741.695,,,,,2014-12-23,,741.695,1419303600,0
MERVAL USD,749.185,,,749.185,749.185,749.185,,,,,2014-12-29,,749.185,1419822000,0
MERVAL USD,761.902,,,761.902,761.902,761.902,,,,,2014-12-30,,761.902,1419908400,0
MERVAL USD,726.442,,,726.442,726.442,726.442,,,,,2015-01-02,,726.442,1420167600,0
MERVAL USD,663.701,,,663.701,663.701,663.701,,,,,2015-01-05,,663.701,1420426800,0
MERVAL USD,672.61,,,672.61,672.61,672.61,,,,,2015-01-06,,672.61,1420513200,0
MERVAL USD,682.064,,,682.064,682.064,682.064,,,,,2015-01-07,,682.064,1420599600,0
MERVAL USD,692.09,,,692.09,692.09,692.09,,,,,2015-01-08,,692.09,1420686000,0
MERVAL USD,695.123,,,695.123,695.123,695.123,,,,,2015-01-09,,695.123,1420772400,0
MERVAL USD,682.336,,,682.336,682.336,682.336,,,,,2015-01-12,,682.336,1421031600,0
MERVAL USD,681.569,,,681.569,681.569,681.569,,,,,2015-01-13,,681.569,1421118000,0
MERVAL USD,689.459,,,689.459,689.459,689.459,,,,,2015-01-14,,689.459,1421204400,0
MERVAL USD,696.81,,,696.81,696.81,696.81,,,,,2015-01-15,,696.81,1421290800,0
MERVAL USD,695.499,,,695.499,695.499,695.499,,,,,2015-01-16,,695.499,1421377200,0
MERVAL USD,694.946,,,694.946,694.946,694.946,,,,,2015-01-19,,694.946,1421636400,0
MERVAL USD,691.639,,,691.639,691.639,691.639,,,,,2015-01-20,,691.639,1421722800,0
MERVAL USD,696.133,,,696.133,696.133,696.133,,,,,2015-01-21,,696.133,1421809200,0
MERVAL USD,721.6,,,721.6,721.6,721.6,,,,,2015-01-22,,721.6,1421895600,0
MERVAL USD,722.115,,,722.115,722.115,722.115,,,,,2015-01-23,,722.115,1421982000,0
MERVAL USD,723.216,,,723.216,723.216,723.216,,,,,2015-01-26,,723.216,1422241200,0
MERVAL USD,738.894,,,738.894,738.894,738.894,,,,,2015-01-27,,738.894,1422327600,0
MERVAL USD,719.649,,,719.649,719.649,719.649,,,,,2015-01-28,,719.649,1422414000,0
MERVAL USD,689.3,,,689.3,689.3,689.3,,,,,2015-01-29,,689.3,1422500400,0
MERVAL USD,696.51,,,696.51,696.51,696.51,,,,,2015-01-30,,696.51,1422586800,0
MERVAL USD,706.051,,,706.051,706.051,706.051,,,,,2015-02-02,,706.051,1422846000,0
MERVAL USD,750.609,,,750.609,750.609,750.609,,,,,2015-02-03,,750.609,1422932400,0
MERVAL USD,726.496,,,726.496,726.496,726.496,,,,,2015-02-04,,726.496,1423018800,0
MERVAL USD,741.79,,,741.79,741.79,741.79,,,,,2015-02-05,,741.79,1423105200,0
MERVAL USD,743.896,,,743.896,743.896,743.896,,,,,2015-02-06,,743.896,1423191600,0
MERVAL USD,740.857,,,740.857,740.857,740.857,,,,,2015-02-09,,740.857,1423450800,0
MERVAL USD,733.091,,,733.091,733.091,733.091,,,,,2015-02-10,,733.091,1423537200,0
MERVAL USD,744.363,,,744.363,744.363,744.363,,,,,2015-02-11,,744.363,1423623600,0
MERVAL USD,763.517,,,763.517,763.517,763.517,,,,,2015-02-12,,763.517,1423710000,0
MERVAL USD,783.789,,,783.789,783.789,783.789,,,,,2015-02-13,,783.789,1423796400,0
MERVAL USD,774.057,,,774.057,774.057,774.057,,,,,2015-02-18,,774.057,1424228400,0
MERVAL USD,767.668,,,767.668,767.668,767.668,,,,,2015-02-19,,767.668,1424314800,0
MERVAL USD,772.237,,,772.237,772.237,772.237,,,,,2015-02-20,,772.237,1424401200,0
MERVAL USD,795.115,,,795.115,795.115,795.115,,,,,2015-02-23,,795.115,1424660400,0
MERVAL USD,811.124,,,811.124,811.124,811.124,,,,,2015-02-24,,811.124,1424746800,0
MERVAL USD,814.679,,,814.679,814.679,814.679,,,,,2015-02-25,,814.679,1424833200,0
MERVAL USD,793.099,,,793.099,793.099,793.099,,,,,2015-02-26,,793.099,1424919600,0
MERVAL USD,822.056,,,822.056,822.056,822.056,,,,,2015-02-27,,822.056,1425006000,0
MERVAL USD,803.301,,,803.301,803.301,803.301,,,,,2015-03-02,,803.301,1425265200,0
MERVAL USD,819.129,,,819.129,819.129,819.129,,,,,2015-03-03,,819.129,1425351600,0
MERVAL USD,816.585,,,816.585,816.585,816.585,,,,,2015-03-04,,816.585,1425438000,0
MERVAL USD,840.9,,,840.9,840.9,840.9,,,,,2015-03-05,,840.9,1425524400,0
MERVAL USD,845.718,,,845.718,845.718,845.718,,,,,2015-03-06,,845.718,1425610800,0
