especie,ultimo,variacion,anterior,apertura,minimo,maximo,varMTD,varYTD,var6M,var12M,fecha,hora,cierre,timestamp,volumen
MERVAL USD,1023.56,,,1023.56,1023.56,1023.56,,,,,2016-08-05,,1023.56,1470366000,0
MERVAL USD,1026.91,,,1026.91,1026.91,1026.91,,,,,2016-08-08,,1026.91,1470625200,0
MERVAL USD,1040.74,,,1040.74,1040.74,1040.74,,,,,2016-08-09,,1040.74,1470711600,0
MERVAL USD,1033.43,,,1033.43,1033.43,1033.43,,,,,2016-08-10,,1033.43,1470798000,0
MERVAL USD,1031.24,,,1031.24,1031.24,1031.24,,,,,2016-08-11,,1031.24,1470884400,0
MERVAL USD,1026.78,,,1026.78,1026.78,1026.78,,,,,2016-08-12,,1026.78,1470970800,0
MERVAL USD,1031.2,,,1031.2,1031.2,1031.2,,,,,2016-08-16,,1031.2,1471316400,0
MERVAL USD,1043.52,,,1043.52,1043.52,1043.52,,,,,2016-08-17,,1043.52,1471402800,0
MERVAL USD,1049.54,,,1049.54,1049.54,1049.54,,,,,2016-08-18,,1049.54,1471489200,0
MERVAL USD,1043.36,,,1043.36,1043.36,1043.36,,,,,2016-08-19,,1043.36,1471575600,0
MERVAL USD,1037.99,,,1037.99,1037.99,1037.99,,,,,2016-08-22,,1037.99,1471834800,0
MERVAL USD,1064.01,,,1064.01,1064.01,1064.01,,,,,2016-08-23,,1064.01,1471921200,0
MERVAL USD,1063.56,,,1063.56,1063.56,1063.56,,,,,2016-08-24,,1063.56,1472007600,0
MERVAL USD,1066.45,,,1066.45,1066.45,1066.45,,,,,2016-08-25,,1066.45,1472094000,0
MERVAL USD,1051.64,,,1051.64,1051.64,1051.64,,,,,2016-08-26,,1051.64,1472180400,0
MERVAL USD,1062.45,,,1062.45,1062.45,1062.45,,,,,2016-08-29,,1062.45,1472439600,0
MERVAL USD,1044.22,,,1044.22,1044.22,1044.22,,,,,2016-08-30,,1044.22,1472526000,0
MERVAL USD,1036.39,,,1036.39,1036.39,1036.39,,,,,2016-08-31,,1036.39,1472612400,0
MERVAL USD,1050.09,,,1050.09,1050.09,1050.09,,,,,2016-09-01,,1050.09,1472698800,0
MERVAL USD,1067.94,,,1067.94,1067.94,1067.94,,,,,2016-09-02,,1067.94,1472785200,0
MERVAL USD,1080.76,,,1080.76,1080.76,1080.76,,,,,2016-09-06,,1080.76,1473130800,0
MERVAL USD,1081.93,,,1081.93,1081.93,1081.93,,,,,2016-09-07,,1081.93,1473217200,0
MERVAL USD,1087.77,,,1087.77,1087.77,1087.77,,,,,2016-09-08,,1087.77,1473303600,0
MERVAL USD,1062.21,,,1062.21,1062.21,1062.21,,,,,2016-09-09,,1062.21,1473390000,0
MERVAL USD,1069.84,,,1069.84,1069.84,1069.84,,,,,2016-09-12,,1069.84,1473649200,0
MERVAL USD,1031.95,,,1031.95,1031.95,1031.95,,,,,2016-09-13,,1031.95,1473735600,0
MERVAL USD,1032.29,,,1032.29,1032.29,1032.29,,,,,2016-09-14,,1032.29,1473822000,0
MERVAL USD,1049.77,,,1049.77,1049.77,1049.77,,,,,2016-09-15,,1049.77,1473908400,0
MERVAL USD,1048.22,,,1048.22,1048.22,1048.22,,,,,2016-09-16,,1048.22,1473994800,0
MERVAL USD,1054.1,,,1054.1,1054.1,1054.1,,,,,2016-09-19,,1054.1,1474254000,0
MERVAL USD,1049.33,,,1049.33,1049.33,1049.33,,,,,2016-09-20,,1049.33,1474340400,0
MERVAL USD,1069.06,,,1069.06,1069.06,1069.06,,,,,2016-09-21,,1069.06,1474426800,0
MERVAL USD,1092.06,,,1092.06,1092.06,1092.06,,,,,2016-09-22,,1092.06,1474513200,0
MERVAL USD,1079.56,,,1079.56,1079.56,1079.56,,,,,2016-09-23,,1079.56,1474599600,0
MERVAL USD,1076.08,,,1076.08,1076.08,1076.08,,,,,2016-09-26,,1076.08,1474858800,0
MERVAL USD,1074.15,,,1074.15,1074.15,1074.15,,,,,2016-09-27,,1074.15,1474945200,0
MERVAL USD,1091.54,,,1091.54,1091.54,1091.54,,,,,2016-09-28,,1091.54,1475031600,0
MERVAL USD,1086.53,,,1086.53,1086.53,1086.53,,,,,2016-09-29,,1086.53,1475118000,0
MERVAL USD,1083.54,,,1083.54,1083.54,1083.54,,,,,2016-09-30,,1083.54,1475204400,0
MERVAL USD,1102.54,,,1102.54,1102.54,1102.54,,,,,2016-10-03,,1102.54,1475463600,0
MERVAL USD,1108.66,,,1108.66,1108.66,1108.66,,,,,2016-10-04,,1108.66,1475550000,0
MERVAL USD,1120.12,,,1120.12,1120.12,1120.12,,,,,2016-10-05,,1120.12,1475636400,0
MERVAL USD,1124.89,,,1124.89,1124.89,1124.89,,,,,2016-10-06,,1124.89,1475722800,0
MERVAL USD,1122.95,,,1122.95,1122.95,1122.95,,,,,2016-10-07,,1122.95,1475809200,0
MERVAL USD,1122.98,,,1122.98,1122.98,1122.98,,,,,2016-10-11,,1122.98,1476154800,0
MERVAL USD,1127.65,,,1127.65,1127.65,1127.65,,,,,2016-10-12,,1127.65,1476241200,0
MERVAL USD,1133.87,,,1133.87,1133.87,1133.87,,,,,2016-10-13,,1133.87,1476327600,0
MERVAL USD,1144.96,,,1144.96,1144.96,1144.96,,,,,2016-10-14,,1144.96,1476414000,0
MERVAL USD,1165.17,,,1165.17,1165.17,1165.17,,,,,2016-10-17,,1165.17,1476673200,0
MERVAL USD,1170.34,,,1170.34,1170.34,1170.34,,,,,2016-10-18,,1170.34,1476759600,0
MERVAL USD,1188.55,,,1188.55,1188.55,1188.55,,,,,2016-10-19,,1188.55,1476846000,0
MERVAL USD,1187.65,,,1187.65,1187.65,1187.65,,,,,2016-10-20,,1187.65,1476932400,0
MERVAL USD,1196.41,,,1196.41,1196.41,1196.41,,,,,2016-10-21,,1196.41,1477018800,0
MERVAL USD,1208.32,,,1208.32,1208.32,1208.32,,,,,2016-10-24,,1208.32,1477278000,0
MERVAL USD,1211.12,,,1211.12,1211.12,1211.12,,,,,2016-10-25,,1211.12,1477364400,0
MERVAL USD,1191.85,,,1191.85,1191.85,1191.85,,,,,2016-10-26,,1191.85,1477450800,0
MERVAL USD,1183.85,,,1183.85,1183.85,1183.85,,,,,2016-10-27,,1183.85,1477537200,0
MERVAL USD,1172.51,,,1172.51,1172.51,1172.51,,,,,2016-10-28,,1172.51,1477623600,0
MERVAL USD,1151.74,,,1151.74,1151.74,1151.74,,,,,2016-10-31,,1151.74,1477882800,0
MERVAL USD,1123.29,,,1123.29,1123.29,1123.29,,,,,2016-11-01,,1123.29,1477969200,0
MERVAL USD,1108.66,,,1108.66,1108.66,1108.66,,,,,2016-11-02,,1108.66,1478055600,0
MERVAL USD,1099.81,,,1099.81,1099.81,1099.81,,,,,2016-11-03,,1099.81,1478142000,0
MERVAL USD,1104.48,,,1104.48,1104.48,1104.48,,,,,2016-11-04,,1104.48,1478228400,0
MERVAL USD,1140.62,,,1140.62,1140.62,1140.62,,,,,2016-11-07,,1140.62,1478487600,0
MERVAL USD,1130.5,,,1130.5,1130.5,1130.5,,,,,2016-11-08,,1130.5,1478574000,0
MERVAL USD,1131.22,,,1131.22,1131.22,1131.22,,,,,2016-11-09,,1131.22,1478660400,0
MERVAL USD,1080.61,,,1080.61,1080.61,1080.61,,,,,2016-11-10,,1080.61,1478746800,0
MERVAL USD,1037.07,,,1037.07,1037.07,1037.07,,,,,2016-11-11,,1037.07,1478833200,0
MERVAL USD,1014.46,,,1014.46,1014.46,1014.46,,,,,2016-11-14,,1014.46,1479092400,0
MERVAL USD,1044.92,,,1044.92,1044.92,1044.92,,,,,2016-11-15,,1044.92,1479178800,0
MERVAL USD,1058.35,,,1058.35,1058.35,1058.35,,,,,2016-11-16,,1058.35,1479265200,0
MERVAL USD,1052.5,,,1052.5,1052.5,1052.5,,,,,2016-11-17,,1052.5,1479351600,0
MERVAL USD,1048.98,,,1048.98,1048.98,1048.98,,,,,2016-11-18,,1048.98,1479438000,0
MERVAL USD,1079.76,,,1079.76,1079.76,1079.76,,,,,2016-11-21,,1079.76,1479697200,0
MERVAL USD,1114.41,,,1114.41,1114.41,1114.41,,,,,2016-11-22,,1114.41,1479783600,0
MERVAL USD,1114.66,,,1114.66,1114.66,1114.66,,,,,2016-11-23,,1114.66,1479870000,0
MERVAL USD,1088.96,,,1088.96,1088.96,1088.96,,,,,2016-11-29,,1088.96,1480388400,0
MERVAL USD,1104.65,,,1104.65,1104.65,1104.65,,,,,2016-11-30,,1104.65,1480474800,0
MERVAL USD,1067.79,,,1067.79,1067.79,1067.79,,,,,2016-12-01,,1067.79,1480561200,0
MERVAL USD,1068.59,,,1068.59,1068.59,1068.59,,,,,2016-12-02,,1068.59,1480647600,0
MERVAL USD,1061.11,,,1061.11,1061.11,1061.11,,,,,2016-12-05,,1061.11,1480906800,0
MERVAL USD,1072.51,,,1072.51,1072.51,1072.51,,,,,2016-12-06,,1072.51,1480993200,0
MERVAL USD,1076.14,,,1076.14,1076.14,1076.14,,,,,2016-12-07,,1076.14,1481079600,0
MERVAL USD,1067.67,,,1067.67,1067.67,1067.67,,,,,2016-12-12,,1067.67,1481511600,0
MERVAL USD,1066.84,,,1066.84,1066.84,1066.84,,,,,2016-12-13,,1066.84,1481598000,0
MERVAL USD,1051.49,,,1051.49,1051.49,1051.49,,,,,2016-12-14,,1051.49,1481684400,0
MERVAL USD,1042.25,,,1042.25,1042.25,1042.25,,,,,2016-12-15,,1042.25,1481770800,0
MERVAL USD,1031.99,,,1031.99,1031.99,1031.99,,,,,2016-12-16,,1031.99,1481857200,0
MERVAL USD,994.166,,,994.166,994.166,994.166,,,,,2016-12-19,,994.166,1482116400,0
MERVAL USD,1005.26,,,1005.26,1005.26,1005.26,,,,,2016-12-20,,1005.26,1482202800,0
MERVAL USD,1039.3,,,1039.3,1039.3,1039.3,,,,,2016-12-21,,1039.3,1482289200,0
MERVAL USD,1023.01,,,1023.01,1023.01,1023.01,,,,,2016-12-22,,1023.01,1482375600,0
MERVAL USD,1030.53,,,1030.53,1030.53,1030.53,,,,,2016-12-23,,1030.53,1482462000,0
MERVAL USD,1043.08,,,1043.08,1043.08,1043.08,,,,,2016-12-27,,1043.08,1482807600,0
MERVAL USD,1049.48,,,1049.48,1049.48,1049.48,,,,,2016-12-28,,1049.48,1482894000,0
MERVAL USD,1066.03,,,1066.03,1066.03,1066.03,,,,,2016-12-29,,1066.03,1482980400,0
MERVAL USD,1113.19,,,1113.19,1113.19,1113.19,,,,,2017-01-03,,1113.19,1483412400,0
MERVAL USD,1132.53,,,1132.53,1132.53,1132.53,,,,,2017-01-04,,1132.53,1483498800,0
MERVAL USD,1136.79,,,1136.79,1136.79,1136.79,,,,,2017-01-05,,1136.79,1483585200,0
MERVAL USD,1138.5,,,1138.5,1138.5,1138.5,,,,,2017-01-06,,1138.5,1483671600,0
MERVAL USD,1163.41,,,1163.41,1163.41,1163.41,,,,,2017-01-09,,1163.41,1483930800,0
MERVAL USD,1173.96,,,1173.96,1173.96,1173.96,,,,,2017-01-10,,1173.96,1484017200,0
MERVAL USD,1162.23,,,1162.23,1162.23,1162.23,,,,,2017-01-11,,1162.23,1484103600,0
MERVAL USD,1175.18,,,1175.18,1175.18,1175.18,,,,,2017-01-12,,1175.18,1484190000,0
MERVAL USD,1192.24,,,1192.24,1192.24,1192.24,,,,,2017-01-13,,1192.24,1484276400,0
MERVAL USD,1185.65,,,1185.65,1185.65,1185.65,,,,,2017-01-17,,1185.65,1484622000,0
MERVAL USD,1177.91,,,1177.91,1177.91,1177.91,,,,,2017-01-18,,1177.91,1484708400,0
MERVAL USD,1164.59,,,1164.59,1164.59,1164.59,,,,,2017-01-19,,1164.59,1484794800,0
MERVAL USD,1192.95,,,1192.95,1192.95,1192.95,,,,,2017-01-20,,1192.95,1484881200,0
MERVAL USD,1219.2,,,1219.2,1219.2,1219.2,,,,,2017-01-23,,1219.2,1485140400,0
MERVAL USD,1215.75,,,1215.75,1215.75,1215.75,,,,,2017-01-24,,1215.75,1485226800,0
MERVAL USD,1215.95,,,1215.95,1215.95,1215.95,,,,,2017-01-25,,1215.95,1485313200,0
MERVAL USD,1198.78,,,1198.78,1198.78,1198.78,,,,,2017-01-26,,1198.78,1485399600,0
MERVAL USD,1200.99,,,1200.99,1200.99,1200.99,,,,,2017-01-27,,1200.99,1485486000,0
MERVAL USD,1172.86,,,1172.86,1172.86,1172.86,,,,,2017-01-30,,1172.86,1485745200,0
MERVAL USD,1190.67,,,1190.67,1190.67,1190.67,,,,,2017-01-31,,1190.67,1485831600,0
MERVAL USD,1203.06,,,1203.06,1203.06,1203.06,,,,,2017-02-01,,1203.06,1485918000,0
MERVAL USD,1222.4,,,1222.4,1222.4,1222.4,,,,,2017-02-02,,1222.4,1486004400,0
MERVAL USD,1212.15,,,1212.15,1212.15,1212.15,,,,,2017-02-03,,1212.15,1486090800,0
MERVAL USD,1223.69,,,1223.69,1223.69,1223.69,,,,,2017-02-06,,1223.69,1486350000,0
MERVAL USD,1215.6,,,1215.6,1215.6,1215.6,,,,,2017-02-07,,1215.6,1486436400,0
MERVAL USD,1216.51,,,1216.51,1216.51,1216.51,,,,,2017-02-08,,1216.51,1486522800,0
MERVAL USD,1227.1,,,1227.1,1227.1,1227.1,,,,,2017-02-09,,1227.1,1486609200,0
MERVAL USD,1247.79,,,1247.79,1247.79,1247.79,,,,,2017-02-10,,1247.79,1486695600,0
MERVAL USD,1250.48,,,1250.48,1250.48,1250.48,,,,,2017-02-13,,1250.48,1486954800,0
MERVAL USD,1259.24,,,1259.24,1259.24,1259.24,,,,,2017-02-14,,1259.24,1487041200,0
MERVAL USD,1263.31,,,1263.31,1263.31,1263.31,,,,,2017-02-15,,1263.31,1487127600,0
MERVAL USD,1263.77,,,1263.77,1263.77,1263.77,,,,,2017-02-16,,1263.77,1487214000,0
MERVAL USD,1270.58,,,1270.58,1270.58,1270.58,,,,,2017-02-17,,1270.58,1487300400,0
MERVAL USD,1276.09,,,1276.09,1276.09,1276.09,,,,,2017-02-21,,1276.09,1487646000,0
MERVAL USD,1270.11,,,1270.11,1270.11,1270.11,,,,,2017-02-22,,1270.11,1487732400,0
MERVAL USD,1246.05,,,1246.05,1246.05,1246.05,,,,,2017-02-23,,1246.05,1487818800,0
MERVAL USD,1223.91,,,1223.91,1223.91,1223.91,,,,,2017-02-24,,1223.91,1487905200,0
MERVAL USD,1241.76,,,1241.76,1241.76,1241.76,,,,,2017-03-01,,1241.76,1488337200,0
MERVAL USD,1221.28,,,1221.28,1221.28,1221.28,,,,,2017-03-02,,1221.28,1488423600,0
MERVAL USD,1240.53,,,1240.53,1240.53,1240.53,,,,,2017-03-03,,1240.53,1488510000,0
MERVAL USD,1232.18,,,1232.18,1232.18,1232.18,,,,,2017-03-06,,1232.18,1488769200,0
MERVAL USD,1239.42,,,1239.42,1239.42,1239.42,,,,,2017-03-07,,1239.42,1488855600,0
MERVAL USD,1229.71,,,1229.71,1229.71,1229.71,,,,,2017-03-08,,1229.71,1488942000,0
MERVAL USD,1197.29,,,1197.29,1197.29,1197.29,,,,,2017-03-09,,1197.29,1489028400,0
MERVAL USD,1209.73,,,1209.73,1209.73,1209.73,,,,,2017-03-10,,1209.73,1489114800,0
MERVAL USD,1232.39,,,1232.39,1232.39,1232.39,,,,,2017-03-13,,1232.39,1489374000,0
MERVAL USD,1227.45,,,1227.45,1227.45,1227.45,,,,,2017-03-14,,1227.45,1489460400,0
MERVAL USD,1244.76,,,1244.76,1244.76,1244.76,,,,,2017-03-15,,1244.76,1489546800,0
MERVAL USD,1254.08,,,1254.08,1254.08,1254.08,,,,,2017-03-16,,1254.08,1489633200,0
MERVAL USD,1246.57,,,1246.57,1246.57,1246.57,,,,,2017-03-17,,1246.57,1489719600,0
MERVAL USD,1271.26,,,1271.26,1271.26,1271.26,,,,,2017-03-20,,1271.26,1489978800,0
MERVAL USD,1246.66,,,1246.66,1246.66,1246.66,,,,,2017-03-21,,1246.66,1490065200,0
MERVAL USD,1258.26,,,1258.26,1258.26,1258.26,,,,,2017-03-22,,1258.26,1490151600,0
MERVAL USD,1261.53,,,1261.53,1261.53,1261.53,,,,,2017-03-23,,1261.53,1490238000,0
MERVAL USD,1268.53,,,1268.53,1268.53,1268.53,,,,,2017-03-27,,1268.53,1490583600,0
MERVAL USD,1281.02,,,1281.02,1281.02,1281.02,,,,,2017-03-28,,1281.02,1490670000,0
MERVAL USD,1295.91,,,1295.91,1295.91,1295.91,,,,,2017-03-29,,1295.91,1490756400,0
MERVAL USD,1306.35,,,1306.35,1306.35,1306.35,,,,,2017-03-30,,1306.35,1490842800,0
MERVAL USD,1308.28,,,1308.28,1308.28,1308.28,,,,,2017-03-31,,1308.28,1490929200,0
MERVAL USD,1325.72,,,1325.72,1325.72,1325.72,,,,,2017-04-03,,1325.72,1491188400,0
MERVAL USD,1345.04,,,1345.04,1345.04,1345.04,,,,,2017-04-04,,1345.04,1491274800,0
MERVAL USD,1335.25,,,1335.25,1335.25,1335.25,,,,,2017-04-05,,1335.25,1491361200,0
MERVAL USD,1344.5,,,1344.5,1344.5,1344.5,,,,,2017-04-06,,1344.5,1491447600,0
MERVAL USD,1336.4,,,1336.4,1336.4,1336.4,,,,,2017-04-07,,1336.4,1491534000,0
MERVAL USD,1353.57,,,1353.57,1353.57,1353.57,,,,,2017-04-10,,1353.57,1491793200,0
MERVAL USD,1360.65,,,1360.65,1360.65,1360.65,,,,,2017-04-11,,1360.65,1491879600,0
MERVAL USD,1344.46,,,1344.46,1344.46,1344.46,,,,,2017-04-12,,1344.46,1491966000,0
MERVAL USD,1340.32,,,1340.32,1340.32,1340.32,,,,,2017-04-17,,1340.32,1492398000,0
MERVAL USD,1335.25,,,1335.25,1335.25,1335.25,,,,,2017-04-18,,1335.25,1492484400,0
MERVAL USD,1310.75,,,1310.75,1310.75,1310.75,,,,,2017-04-19,,1310.75,1492570800,0
MERVAL USD,1311.47,,,1311.47,1311.47,1311.47,,,,,2017-04-20,,1311.47,1492657200,0
MERVAL USD,1342.53,,,1342.53,1342.53,1342.53,,,,,2017-04-21,,1342.53,1492743600,0
MERVAL USD,1363.16,,,1363.16,1363.16,1363.16,,,,,2017-04-24,,1363.16,1493002800,0
MERVAL USD,1370.32,,,1370.32,1370.32,1370.32,,,,,2017-04-25,,1370.32,1493089200,0
MERVAL USD,1362.78,,,1362.78,1362.78,1362.78,,,,,2017-04-26,,1362.78,1493175600,0
MERVAL USD,1346.84,,,1346.84,1346.84,1346.84,,,,,2017-04-27,,1346.84,1493262000,0
MERVAL USD,1357.88,,,1357.88,1357.88,1357.88,,,,,2017-04-28,,1357.88,1493348400,0
MERVAL USD,1369.41,,,1369.41,1369.41,1369.41,,,,,2017-05-02,,1369.41,1493694000,0
MERVAL USD,1384.6,,,1384.6,1384.6,1384.6,,,,,2017-05-03,,1384.6,1493780400,0
MERVAL USD,1367.13,,,1367.13,1367.13,1367.13,,,,,2017-05-04,,1367.13,1493866800,0
MERVAL USD,1375.55,,,1375.55,1375.55,1375.55,,,,,2017-05-05,,1375.55,1493953200,0
MERVAL USD,1373.97,,,1373.97,1373.97,1373.97,,,,,2017-05-08,,1373.97,1494212400,0
MERVAL USD,1367.41,,,1367.41,1367.41,1367.41,,,,,2017-05-09,,1367.41,1494298800,0
MERVAL USD,1382.39,,,1382.39,1382.39,1382.39,,,,,2017-05-10,,1382.39,1494385200,0
MERVAL USD,1382.36,,,1382.36,1382.36,1382.36,,,,,2017-05-11,,1382.36,1494471600,0
MERVAL USD,1387.25,,,1387.25,1387.25,1387.25,,,,,2017-05-12,,1387.25,1494558000,0
MERVAL USD,1394.5,,,1394.5,1394.5,1394.5,,,,,2017-05-15,,1394.5,1494817200,0
MERVAL USD,1400.49,,,1400.49,1400.49,1400.49,,,,,2017-05-16,,1400.49,1494903600,0
MERVAL USD,1386.71,,,1386.71,1386.71,1386.71,,,,,2017-05-17,,1386.71,1494990000,0
MERVAL USD,1342.31,,,1342.31,1342.31,1342.31,,,,,2017-05-18,,1342.31,1495076400,0
MERVAL USD,1359.43,,,1359.43,1359.43,1359.43,,,,,2017-05-19,,1359.43,1495162800,0
MERVAL USD,1350.56,,,1350.56,1350.56,1350.56,,,,,2017-05-22,,1350.56,1495422000,0
MERVAL USD,1327.62,,,1327.62,1327.62,1327.62,,,,,2017-05-23,,1327.62,1495508400,0
MERVAL USD,1338.55,,,1338.55,1338.55,1338.55,,,,,2017-05-24,,1338.55,1495594800,0
MERVAL USD,1365.09,,,1365.09,1365.09,1365.09,,,,,2017-05-26,,1365.09,1495767600,0
MERVAL USD,1386.61,,,1386.61,1386.61,1386.61,,,,,2017-05-30,,1386.61,1496113200,0
MERVAL USD,1377.84,,,1377.84,1377.84,1377.84,,,,,2017-05-31,,1377.84,1496199600,0
MERVAL USD,1390.04,,,1390.04,1390.04,1390.04,,,,,2017-06-01,,1390.04,1496286000,0
MERVAL USD,1398.7,,,1398.7,1398.7,1398.7,,,,,2017-06-02,,1398.7,1496372400,0
MERVAL USD,1393.15,,,1393.15,1393.15,1393.15,,,,,2017-06-05,,1393.15,1496631600,0
MERVAL USD,1387.68,,,1387.68,1387.68,1387.68,,,,,2017-06-06,,1387.68,1496718000,0
MERVAL USD,1375.77,,,1375.77,1375.77,1375.77,,,,,2017-06-07,,1375.77,1496804400,0
MERVAL USD,1362.03,,,1362.03,1362.03,1362.03,,,,,2017-06-08,,1362.03,1496890800,0
MERVAL USD,1353.43,,,1353.43,1353.43,1353.43,,,,,2017-06-09,,1353.43,1496977200,0
MERVAL USD,1329.88,,,1329.88,1329.88,1329.88,,,,,2017-06-12,,1329.88,1497236400,0
MERVAL USD,1345.59,,,1345.59,1345.59,1345.59,,,,,2017-06-13,,1345.59,1497322800,0
MERVAL USD,1334.49,,,1334.49,1334.49,1334.49,,,,,2017-06-14,,1334.49,1497409200,0
MERVAL USD,1318.03,,,1318.03,1318.03,1318.03,,,,,2017-06-15,,1318.03,1497495600,0
MERVAL USD,1330.71,,,1330.71,1330.71,1330.71,,,,,2017-06-16,,1330.71,1497582000,0
MERVAL USD,1347.68,,,1347.68,1347.68,1347.68,,,,,2017-06-19,,1347.68,1497841200,0
MERVAL USD,1278.01,,,1278.01,1278.01,1278.01,,,,,2017-06-21,,1278.01,1498014000,0
MERVAL USD,1299.31,,,1299.31,1299.31,1299.31,,,,,2017-06-22,,1299.31,1498100400,0
MERVAL USD,1304.41,,,1304.41,1304.41,1304.41,,,,,2017-06-23,,1304.41,1498186800,0
MERVAL USD,1310.59,,,1310.59,1310.59,1310.59,,,,,2017-06-26,,1310.59,1498446000,0
MERVAL USD,1296.69,,,1296.69,1296.69,1296.69,,,,,2017-06-27,,1296.69,1498532400,0
MERVAL USD,1310.93,,,1310.93,1310.93,1310.93,,,,,2017-06-28,,1310.93,1498618800,0
MERVAL USD,1309.06,,,1309.06,1309.06,1309.06,,,,,2017-06-29,,1309.06,1498705200,0
MERVAL USD,1332.07,,,1332.07,1332.07,1332.07,,,,,2017-06-30,,1332.07,1498791600,0
MERVAL USD,1335.52,,,1335.52,1335.52,1335.52,,,,,2017-07-03,,1335.52,1499050800,0
MERVAL USD,1331.1,,,1331.1,1331.1,1331.1,,,,,2017-07-05,,1331.1,1499223600,0
MERVAL USD,1300.48,,,1300.48,1300.48,1300.48,,,,,2017-07-06,,1300.48,1499310000,0
MERVAL USD,1300.7,,,1300.7,1300.7,1300.7,,,,,2017-07-07,,1300.7,1499396400,0
MERVAL USD,1297.81,,,1297.81,1297.81,1297.81,,,,,2017-07-10,,1297.81,1499655600,0
MERVAL USD,1300.08,,,1300.08,1300.08,1300.08,,,,,2017-07-11,,1300.08,1499742000,0
MERVAL USD,1298.87,,,1298.87,1298.87,1298.87,,,,,2017-07-12,,1298.87,1499828400,0
MERVAL USD,1284.42,,,1284.42,1284.42,1284.42,,,,,2017-07-13,,1284.42,1499914800,0
MERVAL USD,1280.32,,,1280.32,1280.32,1280.32,,,,,2017-07-14,,1280.32,1500001200,0
MERVAL USD,1257.73,,,1257.73,1257.73,1257.73,,,,,2017-07-17,,1257.73,1500260400,0
MERVAL USD,1239.72,,,1239.72,1239.72,1239.72,,,,,2017-07-18,,1239.72,1500346800,0
MERVAL USD,1246.39,,,1246.39,1246.39,1246.39,,,,,2017-07-19,,1246.39,1500433200,0
MERVAL USD,1249.46,,,1249.46,1249.46,1249.46,,,,,2017-07-20,,1249.46,1500519600,0
MERVAL USD,1242.55,,,1242.55,1242.55,1242.55,,,,,2017-07-21,,1242.55,1500606000,0
MERVAL USD,1215.11,,,1215.11,1215.11,1215.11,,,,,2017-07-24,,1215.11,1500865200,0
MERVAL USD,1210.35,,,1210.35,1210.35,1210.35,,,,,2017-07-25,,1210.35,1500951600,0
MERVAL USD,1206.63,,,1206.63,1206.63,1206.63,,,,,2017-07-26,,1206.63,1501038000,0
MERVAL USD,1214.03,,,1214.03,1214.03,1214.03,,,,,2017-07-27,,1214.03,1501124400,0
MERVAL USD,1218.02,,,1218.02,1218.02,1218.02,,,,,2017-07-28,,1218.02,1501210800,0
MERVAL USD,1209.89,,,1209.89,1209.89,1209.89,,,,,2017-07-31,,1209.89,1501470000,0
MERVAL USD,1215.61,,,1215.61,1215.61,1215.61,,,,,2017-08-01,,1215.61,1501556400,0
MERVAL USD,1233,,,1233,1233,1233,,,,,2017-08-02,,1233,1501642800,0
MERVAL USD,1236.5,,,1236.5,1236.5,1236.5,,,,,2017-08-03,,1236.5,1501729200,0
MERVAL USD,1225.56,,,1225.56,1225.56,1225.56,,,,,2017-08-04,,1225.56,1501815600,0
MERVAL USD,1212.86,,,1212.86,1212.86,1212.86,,,,,2017-08-07,,1212.86,1502074800,0
MERVAL USD,1194.74,,,1194.74,1194.74,1194.74,,,,,2017-08-08,,1194.74,1502161200,0
MERVAL USD,1177.52,,,1177.52,1177.52,1177.52,,,,,2017-08-09,,1177.52,1502247600,0
MERVAL USD,1186.58,,,1186.58,1186.58,1186.58,,,,,2017-08-10,,1186.58,1502334000,0
MERVAL USD,1216.7,,,1216.7,1216.7,1216.7,,,,,2017-08-11,,1216.7,1502420400,0
MERVAL USD,1258.51,,,1258.51,1258.51,1258.51,,,,,2017-08-14,,1258.51,1502679600,0
MERVAL USD,1319.14,,,1319.14,1319.14,1319.14,,,,,2017-08-15,,1319.14,1502766000,0
MERVAL USD,1337.31,,,1337.31,1337.31,1337.31,,,,,2017-08-16,,1337.31,1502852400,0
MERVAL USD,1316.6,,,1316.6,1316.6,1316.6,,,,,2017-08-17,,1316.6,1502938800,0
MERVAL USD,1324.97,,,1324.97,1324.97,1324.97,,,,,2017-08-18,,1324.97,1503025200,0
MERVAL USD,1323.71,,,1323.71,1323.71,1323.71,,,,,2017-08-22,,1323.71,1503370800,0
MERVAL USD,1348.54,,,1348.54,1348.54,1348.54,,,,,2017-08-23,,1348.54,1503457200,0
MERVAL USD,1347.34,,,1347.34,1347.34,1347.34,,,,,2017-08-24,,1347.34,1503543600,0
MERVAL USD,1363.35,,,1363.35,1363.35,1363.35,,,,,2017-08-25,,1363.35,1503630000,0
MERVAL USD,1363.43,,,1363.43,1363.43,1363.43,,,,,2017-08-28,,1363.43,1503889200,0
MERVAL USD,1360.85,,,1360.85,1360.85,1360.85,,,,,2017-08-29,,1360.85,1503975600,0
MERVAL USD,1351.95,,,1351.95,1351.95,1351.95,,,,,2017-08-30,,1351.95,1504062000,0
MERVAL USD,1346.18,,,1346.18,1346.18,1346.18,,,,,2017-08-31,,1346.18,1504148400,0
MERVAL USD,1361.71,,,1361.71,1361.71,1361.71,,,,,2017-09-01,,1361.71,1504234800,0
MERVAL USD,1386.61,,,1386.61,1386.61,1386.61,,,,,2017-09-05,,1386.61,1504580400,0
